Date,GOOGL
2022-11-17,97.77362060546875
2022-11-18,96.84915161132812
2022-11-21,95.03007507324219
2022-11-22,96.47142028808594
2022-11-23,97.8730239868164
2022-11-25,96.87899017333984
2022-11-28,95.4773941040039
2022-11-29,94.62252807617188
2022-11-30,100.38793182373047
2022-12-01,100.38793182373047
2022-12-02,99.84121704101562
2022-12-05,98.88693237304688
2022-12-06,96.40184783935547
2022-12-07,94.37400817871094
2022-12-08,93.15133666992188
2022-12-09,92.2765884399414
2022-12-12,92.75372314453125
2022-12-13,95.05989074707031
2022-12-14,94.50323486328125
2022-12-15,90.31832885742188
2022-12-16,89.72190856933594
2022-12-19,87.91275787353516
2022-12-20,88.48929595947266
2022-12-21,89.04596710205078
2022-12-22,87.23680877685547
2022-12-23,88.69804382324219
2022-12-27,86.8690185546875
2022-12-28,85.5071792602539
2022-12-29,87.92269134521484
2022-12-30,87.70401763916016
2023-01-03,88.58869934082031
2023-01-04,87.55490112304688
2023-01-05,85.68611145019531
2023-01-06,86.8193130493164
2023-01-09,87.49525451660156
2023-01-10,87.89287567138672
2023-01-11,90.9743881225586
2023-01-12,90.58671569824219
2023-01-13,91.57081604003906
2023-01-17,90.74576568603516
2023-01-18,90.57678985595703
2023-01-19,92.49527740478516
2023-01-20,97.43563842773438
2023-01-23,99.19509887695312
2023-01-24,97.1175537109375
2023-01-25,94.65233612060547
2023-01-26,96.93862915039062
2023-01-27,98.77760314941406
2023-01-30,96.36209106445312
2023-01-31,98.2507553100586
2023-02-01,99.8312759399414
2023-02-02,107.09769439697266
2023-02-03,104.15534210205078
2023-02-06,102.28654479980469
2023-02-07,106.99829864501953
2023-02-08,98.77760314941406
2023-02-09,94.44359588623047
2023-02-10,94.00621032714844
2023-02-13,94.04597473144531
2023-02-14,94.11555480957031
2023-02-15,96.36209106445312
2023-02-16,94.94060516357422
2023-02-17,93.78751373291016
2023-02-21,91.24279022216797
2023-02-22,91.10363006591797
2023-02-23,90.34814453125
2023-02-24,88.59864807128906
2023-02-27,89.33423614501953
2023-02-28,89.52310180664062
2023-03-01,89.8213119506836
2023-03-02,91.45153045654297
2023-03-03,93.0916976928711
2023-03-06,94.56287384033203
2023-03-07,93.30045318603516
2023-03-08,93.68811798095703
2023-03-09,91.76962280273438
2023-03-10,90.0896987915039
2023-03-13,90.56684112548828
2023-03-14,93.40978240966797
2023-03-15,95.53704071044922
2023-03-16,99.72193145751953
2023-03-17,101.01419067382812
2023-03-20,100.61656188964844
2023-03-21,104.29450988769531
2023-03-22,102.75375366210938
2023-03-23,104.97045135498047
2023-03-24,104.81141662597656
2023-03-27,101.84917449951172
2023-03-28,100.42769622802734
2023-03-29,100.78555297851562
2023-03-30,100.28852844238281
2023-03-31,103.11161041259766
2023-04-03,103.73786163330078
2023-04-04,104.095703125
2023-04-05,103.84719848632812
2023-04-06,107.77364349365234
2023-04-10,105.80545806884766
2023-04-11,104.72193908691406
2023-04-12,104.01617431640625
2023-04-13,106.78954315185547
2023-04-14,108.22095489501953
2023-04-17,105.33824920654297
2023-04-18,103.87700653076172
2023-04-19,103.55892181396484
2023-04-20,104.66230010986328
2023-04-21,104.7815933227539
2023-04-24,105.33824920654297
2023-04-25,103.23088836669922
2023-04-26,103.09172058105469
2023-04-27,106.94859313964844
2023-04-28,106.70008087158203
2023-05-01,106.5609130859375
2023-05-02,104.69212341308594
2023-05-03,104.7815933227539
2023-05-04,104.06588745117188
2023-05-05,104.94062805175781
2023-05-08,107.12751007080078
2023-05-09,106.71002197265625
2023-05-10,111.08380126953125
2023-05-11,115.87505340576172
2023-05-12,116.80945587158203
2023-05-15,115.81541442871094
2023-05-16,118.79753112792969
2023-05-17,120.11959838867188
2023-05-18,122.09774780273438
2023-05-19,122.02815246582031
2023-05-22,124.30449676513672
2023-05-23,121.82933807373047
2023-05-24,120.17924499511719
2023-05-25,122.74386596679688
2023-05-26,123.86713409423828
2023-05-30,122.93272399902344
2023-05-31,122.13751220703125
2023-06-01,122.98243713378906
2023-06-02,123.92676544189453
2023-06-05,125.25878143310547
2023-06-06,126.55103302001953
2023-06-07,121.76969909667969
2023-06-08,121.41185760498047
2023-06-09,121.5013198852539
2023-06-12,122.90291595458984
2023-06-13,123.09178161621094
2023-06-14,122.93272399902344
2023-06-15,124.3442611694336
2023-06-16,122.79356384277344
2023-06-20,122.36611938476562
2023-06-21,119.83132934570312
2023-06-22,122.41583251953125
2023-06-23,121.61066436767578
2023-06-26,117.6344985961914
2023-06-27,117.62458038330078
2023-06-28,119.46353149414062
2023-06-29,118.38997650146484
2023-06-30,118.98638916015625
2023-07-03,119.1852035522461
2023-07-05,121.02417755126953
2023-07-06,119.39395904541016
2023-07-07,118.76771545410156
2023-07-10,115.75576782226562
2023-07-11,116.44166564941406
2023-07-12,118.22099304199219
2023-07-13,123.79754638671875
2023-07-14,124.67230224609375
2023-07-17,123.90689086914062
2023-07-18,123.02220153808594
2023-07-19,121.30250549316406
2023-07-20,118.48937225341797
2023-07-21,119.30448150634766
2023-07-24,120.80549621582031
2023-07-25,121.48143005371094
2023-07-26,128.4993438720703
2023-07-27,128.62857055664062
2023-07-28,131.7895965576172
2023-07-31,131.9287872314453
2023-08-01,130.76576232910156
2023-08-02,127.6146469116211
2023-08-03,127.68423461914062
2023-08-04,127.34626007080078
2023-08-07,130.74586486816406
2023-08-08,130.6166229248047
2023-08-09,128.88702392578125
2023-08-10,128.91685485839844
2023-08-11,128.78761291503906
2023-08-14,130.54705810546875
2023-08-15,129.0063018798828
2023-08-16,127.9327392578125
2023-08-17,129.14544677734375
2023-08-18,126.70012664794922
2023-08-21,127.60470581054688
2023-08-22,128.31048583984375
2023-08-23,131.5808563232422
2023-08-24,129.0063018798828
2023-08-25,129.105712890625
2023-08-28,130.2289581298828
2023-08-29,133.76776123046875
2023-08-30,135.06993103027344
2023-08-31,135.3582000732422
2023-09-01,134.85125732421875
2023-09-05,134.96060180664062
2023-09-06,133.65841674804688
2023-09-07,134.45361328125
2023-09-08,135.5669708251953
2023-09-11,136.1037139892578
2023-09-12,134.53314208984375
2023-09-13,135.89500427246094
2023-09-14,137.27670288085938
2023-09-15,136.5808563232422
2023-09-18,137.38604736328125
2023-09-19,137.21707153320312
2023-09-20,132.9427032470703
2023-09-21,129.662353515625
2023-09-22,129.47349548339844
2023-09-25,130.328369140625
2023-09-26,127.80352783203125
2023-09-27,129.76177978515625
2023-09-28,131.521240234375
2023-09-29,130.0798797607422
2023-10-02,133.3701171875
2023-10-03,131.6405029296875
2023-10-04,134.43377685546875
2023-10-05,134.2647705078125
2023-10-06,136.7598114013672
2023-10-09,137.59478759765625
2023-10-10,137.23695373535156
2023-10-11,139.71209716796875
2023-10-12,138.14151000976562
2023-10-13,136.5410919189453
2023-10-16,138.27076721191406
2023-10-17,138.8870391845703
2023-10-18,137.13754272460938
2023-10-19,136.9287872314453
2023-10-20,134.7916259765625
2023-10-23,135.68624877929688
2023-10-24,137.9824676513672
2023-10-25,124.86116790771484
2023-10-26,121.55101776123047
2023-10-27,121.44166564941406
2023-10-30,123.718017578125
2023-10-31,123.34028625488281
2023-11-01,125.69615936279297
2023-11-02,126.7299575805664
2023-11-03,128.33035278320312
2023-11-06,129.47349548339844
2023-11-07,130.18919372558594
2023-11-08,131.0540313720703
2023-11-09,129.46356201171875
2023-11-10,131.79954528808594
2023-11-13,131.30252075195312
2023-11-14,132.8234100341797
2023-11-15,133.8174591064453
2023-11-16,136.1136932373047
2023-11-17,134.5033416748047
2023-11-20,135.43772888183594
2023-11-21,136.15345764160156
2023-11-22,137.6643829345703
2023-11-24,135.87510681152344
2023-11-27,135.59678649902344
2023-11-28,136.38204956054688
2023-11-29,134.18524169921875
2023-11-30,131.73989868164062
2023-12-01,131.0738983154297
2023-12-04,128.4993438720703
2023-12-05,130.2091064453125
2023-12-06,129.24488830566406
2023-12-07,136.1136932373047
2023-12-08,134.18524169921875
2023-12-11,132.49537658691406
2023-12-12,131.72998046875
2023-12-13,131.77967834472656
2023-12-14,131.15341186523438
2023-12-15,131.80950927734375
2023-12-18,134.99041748046875
2023-12-19,135.83534240722656
2023-12-20,137.51527404785156
2023-12-21,139.58287048339844
2023-12-22,140.64649963378906
2023-12-26,140.6763153076172
2023-12-27,139.53317260742188
2023-12-28,139.3939971923828
2023-12-29,138.85723876953125
2024-01-02,137.3462677001953
2024-01-03,138.09181213378906
2024-01-04,135.57688903808594
2024-01-05,134.9208221435547
2024-01-08,138.0122833251953
2024-01-09,140.10971069335938
2024-01-10,141.43179321289062
2024-01-11,141.2329864501953
2024-01-12,141.79959106445312
2024-01-16,141.64053344726562
2024-01-17,140.6266326904297
2024-01-18,142.6246337890625
2024-01-19,145.50735473632812
2024-01-22,145.1196746826172
2024-01-23,146.1634063720703
2024-01-24,147.81350708007812
2024-01-25,150.96461486816406
2024-01-26,151.28269958496094
2024-01-29,152.59483337402344
2024-01-30,150.55706787109375
2024-01-31,139.26478576660156
2024-02-01,140.3184814453125
2024-02-02,141.53118896484375
2024-02-05,142.82342529296875
2024-02-06,143.24093627929688
2024-02-07,144.67234802246094
2024-02-08,145.04013061523438
2024-02-09,148.11172485351562
2024-02-12,146.6504669189453
2024-02-13,144.2747344970703
2024-02-14,145.06997680664062
2024-02-15,141.91888427734375
2024-02-16,139.68228149414062
2024-02-20,140.27870178222656
2024-02-21,141.70016479492188
2024-02-22,143.23098754882812
2024-02-23,143.1017608642578
2024-02-26,136.7498779296875
2024-02-27,138.05206298828125
2024-02-28,135.5669708251953
2024-02-29,137.63455200195312
2024-03-01,136.3224334716797
2024-03-04,132.55502319335938
2024-03-05,131.8790740966797
2024-03-06,130.6166229248047
2024-03-07,133.57888793945312
2024-03-08,134.6027374267578
2024-03-11,136.84927368164062
2024-03-12,137.67431640625
2024-03-13,138.9566192626953
2024-03-14,142.2469024658203
2024-03-15,140.3383331298828
2024-03-18,146.79957580566406
2024-03-19,146.15347290039062
2024-03-20,147.85328674316406
2024-03-21,146.72007751464844
2024-03-22,149.8711700439453
2024-03-25,149.1753387451172
2024-03-26,149.77175903320312
2024-03-27,149.97056579589844
2024-03-28,150.0301971435547
2024-04-01,154.5630340576172
2024-04-02,153.63856506347656
2024-04-03,153.99642944335938
2024-04-04,149.63259887695312
2024-04-05,151.59085083007812
2024-04-08,153.92686462402344
2024-04-09,155.66641235351562
2024-04-10,155.2091522216797
2024-04-11,158.4596710205078
2024-04-12,156.7896728515625
2024-04-15,153.93679809570312
2024-04-16,153.47952270507812
2024-04-17,154.5431365966797
2024-04-18,155.07992553710938
2024-04-19,153.17137145996094
2024-04-22,155.3483123779297
2024-04-23,157.31651306152344
2024-04-24,158.18133544921875
2024-04-25,155.07000732421875
2024-04-26,170.92491149902344
2024-04-29,165.1594696044922
2024-04-30,161.80958557128906
2024-05-01,162.8831329345703
2024-05-02,165.62667846679688
2024-05-03,166.24298095703125
2024-05-06,167.0978546142578
2024-05-07,170.22906494140625
2024-05-08,168.3702392578125
2024-05-09,168.94677734375
2024-05-10,167.64456176757812
2024-05-13,168.1316680908203
2024-05-14,169.3245086669922
2024-05-15,171.48155212402344
2024-05-16,173.1416015625
2024-05-17,175.01040649414062
2024-05-20,175.8652801513672
2024-05-21,176.7897186279297
2024-05-22,175.3284912109375
2024-05-23,172.51535034179688
2024-05-24,173.94679260253906
2024-05-28,175.34837341308594
2024-05-29,174.85134887695312
2024-05-30,171.08395385742188
2024-05-31,171.47161865234375
2024-06-03,172.13763427734375
2024-06-04,172.75393676757812
2024-06-05,174.36428833007812
2024-06-06,175.6763916015625
2024-06-07,173.41995239257812
2024-06-10,174.16632080078125
2024-06-11,175.7685546875
2024-06-12,176.93292236328125
2024-06-13,174.31561279296875
2024-06-14,175.93772888183594
2024-06-17,176.3855743408203
2024-06-18,174.2459259033203
2024-06-20,175.4501190185547
2024-06-21,178.76405334472656
2024-06-24,178.3560333251953
2024-06-25,183.14283752441406
2024-06-26,182.99356079101562
2024-06-27,184.51620483398438
2024-06-28,181.27191162109375
2024-07-01,182.10784912109375
2024-07-02,184.34701538085938
2024-07-03,184.92420959472656
2024-07-05,189.68118286132812
2024-07-08,188.11874389648438
2024-07-09,188.0689697265625
2024-07-10,190.2583770751953
2024-07-11,184.67543029785156
2024-07-12,184.17784118652344
2024-07-15,185.6307830810547
2024-07-16,183.0333709716797
2024-07-17,180.14735412597656
2024-07-18,176.83340454101562
2024-07-19,176.8035430908203
2024-07-22,180.7942352294922
2024-07-23,180.91363525390625
2024-07-24,171.79779052734375
2024-07-25,166.4735870361328
2024-07-26,166.1949462890625
2024-07-29,168.71273803710938
2024-07-30,169.4690704345703
2024-07-31,170.71302795410156
2024-08-01,169.93679809570312
2024-08-02,165.85658264160156
2024-08-05,158.48228454589844
2024-08-06,157.5269012451172
2024-08-07,158.17379760742188
2024-08-08,161.24888610839844
2024-08-09,162.8809814453125
2024-08-12,161.5076446533203
2024-08-13,163.36863708496094
2024-08-14,159.59690856933594
2024-08-15,160.5224151611328
2024-08-16,162.17442321777344
2024-08-19,165.8665313720703
2024-08-20,166.3740692138672
2024-08-21,165.05047607421875
2024-08-22,163.01036071777344
2024-08-23,164.8215789794922
2024-08-26,165.35897827148438
2024-08-27,163.88612365722656
2024-08-28,162.06494140625
2024-08-29,161.00009155273438
2024-08-30,162.59239196777344
2024-09-03,156.60142517089844
2024-09-04,155.69580078125
2024-09-05,156.48199462890625
2024-09-06,150.1924591064453
2024-09-09,148.1894989013672
2024-09-10,148.1396484375
2024-09-11,150.63092041015625
2024-09-12,154.1485595703125
2024-09-13,156.90887451171875
2024-09-16,157.5067596435547
2024-09-17,158.76235961914062
2024-09-18,159.25064086914062
2024-09-19,161.5724639892578
2024-09-20,163.0174102783203
2024-09-23,161.2834930419922
2024-09-24,161.72195434570312
2024-09-25,160.9247589111328
2024-09-26,162.16041564941406
2024-09-27,163.3761444091797
2024-09-30,165.26950073242188
2024-10-01,166.405517578125
2024-10-02,165.2794647216797
2024-10-03,165.2794647216797
2024-10-04,166.47525024414062
2024-10-07,162.4095458984375
2024-10-08,163.8046417236328
2024-10-09,161.29345703125
2024-10-10,161.5126953125
2024-10-11,162.6686248779297
2024-10-14,164.3826141357422
2024-10-15,164.88087463378906
2024-10-16,164.58189392089844
2024-10-17,162.35971069335938
2024-10-18,162.84800720214844
2024-10-21,163.49574279785156
2024-10-22,164.56198120117188
2024-10-23,162.21023559570312
2024-10-24,162.15045166015625
2024-10-25,164.6915283203125
2024-10-28,166.13645935058594
2024-10-29,169.08609008789062
2024-10-30,173.84934997558594
2024-10-31,170.51107788085938
2024-11-01,170.69044494628906
2024-11-04,168.6476287841797
2024-11-05,169.14588928222656
2024-11-06,175.89218139648438
2024-11-07,180.11732482910156
2024-11-08,177.72573852539062
2024-11-11,179.71873474121094
2024-11-12,180.9842987060547
2024-11-13,178.25387573242188
2024-11-14,174.96543884277344
2024-11-15,171.88626098632812
2024-11-18,174.68641662597656
2024-11-19,177.4965362548828
2024-11-20,175.36404418945312
2024-11-21,167.0432586669922
2024-11-22,164.1833038330078
2024-11-25,167.0631866455078
2024-11-26,168.52804565429688
2024-11-27,168.63766479492188
2024-11-29,168.358642578125
2024-12-02,170.88975524902344
2024-12-03,170.7402801513672
2024-12-04,173.75965881347656
2024-12-05,172.0357208251953
2024-12-06,174.0985107421875
2024-12-09,174.95645141601562
2024-12-10,184.7333526611328
2024-12-11,194.93922424316406
2024-12-12,191.50733947753906
2024-12-13,189.3723907470703
2024-12-16,196.19625854492188
2024-12-17,194.95916748046875
2024-12-18,187.95571899414062
2024-12-19,188.06546020507812
2024-12-20,190.95863342285156
2024-12-23,194.17105102539062
2024-12-24,195.64755249023438
2024-12-26,195.13876342773438
2024-12-27,192.30545043945312
2024-12-30,190.78903198242188
2024-12-31,188.85362243652344
