Date,MSFT
2022-10-03,235.28277587890625
2022-10-04,243.23826599121094
2022-10-05,243.55099487304688
2022-10-06,241.19564819335938
2022-10-07,228.93011474609375
2022-10-10,224.05325317382812
2022-10-11,220.30027770996094
2022-10-12,220.63258361816406
2022-10-13,228.93011474609375
2022-10-14,223.37889099121094
2022-10-17,232.1455535888672
2022-10-18,233.09356689453125
2022-10-19,231.11935424804688
2022-10-20,230.7968292236328
2022-10-21,236.63150024414062
2022-10-24,241.6452178955078
2022-10-25,244.97789001464844
2022-10-26,226.0763397216797
2022-10-27,221.60992431640625
2022-10-28,230.52320861816406
2022-10-31,226.8679656982422
2022-11-01,222.99774169921875
2022-11-02,215.1106719970703
2022-11-03,209.39324951171875
2022-11-04,216.3714141845703
2022-11-07,222.7045135498047
2022-11-08,223.68186950683594
2022-11-09,219.4207000732422
2022-11-10,237.47201538085938
2022-11-11,241.50839233398438
2022-11-14,236.07444763183594
2022-11-15,236.48487854003906
2022-11-16,236.91610717773438
2022-11-17,236.86712646484375
2022-11-18,236.41627502441406
2022-11-21,237.2297821044922
2022-11-22,240.15042114257812
2022-11-23,242.64962768554688
2022-11-25,242.56143188476562
2022-11-28,236.94552612304688
2022-11-29,235.54400634765625
2022-11-30,250.05908203125
2022-12-01,249.61807250976562
2022-12-02,249.94146728515625
2022-12-05,245.21746826171875
2022-12-06,240.2386016845703
2022-12-07,239.5035400390625
2022-12-08,242.4732208251953
2022-12-09,240.53265380859375
2022-12-12,247.4814453125
2022-12-13,251.8036346435547
2022-12-14,252.09767150878906
2022-12-15,244.05116271972656
2022-12-16,239.8171844482422
2022-12-19,235.66162109375
2022-12-20,236.98471069335938
2022-12-21,239.56234741210938
2022-12-22,233.44662475585938
2022-12-23,233.97589111328125
2022-12-27,232.24111938476562
2022-12-28,229.85951232910156
2022-12-29,236.21047973632812
2022-12-30,235.044189453125
2023-01-03,234.80897521972656
2023-01-04,224.5376739501953
2023-01-05,217.8828582763672
2023-01-06,220.45068359375
2023-01-09,222.59706115722656
2023-01-10,224.29261779785156
2023-01-11,231.0748291015625
2023-01-12,233.76025390625
2023-01-13,234.4658966064453
2023-01-17,235.56362915039062
2023-01-18,231.11399841308594
2023-01-19,227.311279296875
2023-01-20,235.43621826171875
2023-01-23,237.7492218017578
2023-01-24,237.2199249267578
2023-01-25,235.8184356689453
2023-01-26,243.06129455566406
2023-01-27,243.2180938720703
2023-01-30,237.87660217285156
2023-01-31,242.8750457763672
2023-02-01,247.7166748046875
2023-02-02,259.3307189941406
2023-02-03,253.20516967773438
2023-02-06,251.65660095214844
2023-02-07,262.2317199707031
2023-02-08,261.41827392578125
2023-02-09,258.3702087402344
2023-02-10,257.86053466796875
2023-02-13,265.9168395996094
2023-02-14,266.7499694824219
2023-02-15,264.6177978515625
2023-02-16,257.5730285644531
2023-02-17,253.554443359375
2023-02-21,248.25852966308594
2023-02-22,247.1187744140625
2023-02-23,250.32186889648438
2023-02-24,244.8687744140625
2023-02-27,245.79234313964844
2023-02-28,245.0652618408203
2023-03-01,241.97027587890625
2023-03-02,246.72576904296875
2023-03-03,250.83277893066406
2023-03-06,252.3852081298828
2023-03-07,249.71270751953125
2023-03-08,249.27053833007812
2023-03-09,247.91465759277344
2023-03-10,244.24974060058594
2023-03-13,249.4867401123047
2023-03-14,256.23675537109375
2023-03-15,260.8055419921875
2023-03-16,271.3777160644531
2023-03-17,274.55133056640625
2023-03-20,267.47705078125
2023-03-21,268.99993896484375
2023-03-22,267.5359802246094
2023-03-23,272.812255859375
2023-03-24,275.67144775390625
2023-03-27,271.55462646484375
2023-03-28,270.4246520996094
2023-03-29,275.6124572753906
2023-03-30,279.09063720703125
2023-03-31,283.2664794921875
2023-04-03,282.2152099609375
2023-04-04,282.1660461425781
2023-04-05,279.3755798339844
2023-04-06,286.5088195800781
2023-04-10,284.33746337890625
2023-04-11,277.8919372558594
2023-04-12,278.5404357910156
2023-04-13,284.779541015625
2023-04-14,281.1441955566406
2023-04-17,283.7576904296875
2023-04-18,283.33526611328125
2023-04-19,283.41387939453125
2023-04-20,281.11468505859375
2023-04-21,280.77081298828125
2023-04-24,276.8504638671875
2023-04-25,270.611328125
2023-04-26,290.2129821777344
2023-04-27,299.50787353515625
2023-04-28,301.8954162597656
2023-05-01,300.2250671386719
2023-05-02,300.0777587890625
2023-05-03,299.0853576660156
2023-05-04,300.0777587890625
2023-05-05,305.2262268066406
2023-05-08,303.26116943359375
2023-05-09,301.6399841308594
2023-05-10,306.8572692871094
2023-05-11,304.6956481933594
2023-05-12,303.5755920410156
2023-05-15,304.0570068359375
2023-05-16,306.2972106933594
2023-05-17,309.192138671875
2023-05-18,313.6429748535156
2023-05-19,313.46575927734375
2023-05-22,316.26220703125
2023-05-23,310.4328918457031
2023-05-24,309.0444641113281
2023-05-25,320.9297180175781
2023-05-26,327.7929382324219
2023-05-30,326.1387023925781
2023-05-31,323.3618469238281
2023-06-01,327.4876708984375
2023-06-02,330.2644958496094
2023-06-05,330.7962646484375
2023-06-06,328.5708923339844
2023-06-07,318.4285888671875
2023-06-08,320.27978515625
2023-06-09,321.7863464355469
2023-06-12,326.7688903808594
2023-06-13,329.1715087890625
2023-06-14,332.1748352050781
2023-06-15,342.77008056640625
2023-06-16,337.08843994140625
2023-06-20,332.87396240234375
2023-06-21,328.4527282714844
2023-06-22,334.5085144042969
2023-06-23,329.8903503417969
2023-06-26,323.5686950683594
2023-06-27,329.4472351074219
2023-06-28,330.7076416015625
2023-06-29,329.91986083984375
2023-06-30,335.3258056640625
2023-07-03,332.81488037109375
2023-07-05,332.972412109375
2023-07-06,336.04461669921875
2023-07-07,332.0566711425781
2023-07-10,326.7491760253906
2023-07-11,327.3793640136719
2023-07-12,332.0369567871094
2023-07-13,337.4133605957031
2023-07-14,339.9538269042969
2023-07-17,340.4363708496094
2023-07-18,353.98565673828125
2023-07-19,349.6431884765625
2023-07-20,341.5588684082031
2023-07-21,338.5063781738281
2023-07-24,339.8258361816406
2023-07-25,345.60595703125
2023-07-26,332.5981750488281
2023-07-27,325.65618896484375
2023-07-28,333.18902587890625
2023-07-31,330.77655029296875
2023-08-01,331.19012451171875
2023-08-02,322.4854736328125
2023-08-03,321.6584167480469
2023-08-04,322.7611999511719
2023-08-07,325.0555114746094
2023-08-08,321.0576477050781
2023-08-09,317.2961730957031
2023-08-10,317.9854736328125
2023-08-11,316.0948486328125
2023-08-14,319.0784606933594
2023-08-15,316.9317932128906
2023-08-16,316.1621398925781
2023-08-17,312.688720703125
2023-08-18,312.2940368652344
2023-08-21,317.62261962890625
2023-08-22,318.1949157714844
2023-08-23,322.67486572265625
2023-08-24,315.73785400390625
2023-08-25,318.7080383300781
2023-08-28,319.4185485839844
2023-08-29,324.0661926269531
2023-08-30,324.4411926269531
2023-08-31,323.4248046875
2023-09-01,324.3129577636719
2023-09-05,329.1381530761719
2023-09-06,328.4771423339844
2023-09-07,325.54638671875
2023-09-08,329.8486633300781
2023-09-11,333.47021484375
2023-09-12,327.3817443847656
2023-09-13,331.61505126953125
2023-09-14,334.2200927734375
2023-09-15,325.8522644042969
2023-09-18,324.70758056640625
2023-09-19,324.3030090332031
2023-09-20,316.52728271484375
2023-09-21,315.3036804199219
2023-09-22,312.8170166015625
2023-09-25,313.34002685546875
2023-09-26,308.0114440917969
2023-09-27,308.65283203125
2023-09-28,309.4916076660156
2023-09-29,311.57373046875
2023-10-02,317.5436096191406
2023-10-03,309.244873046875
2023-10-04,314.7411804199219
2023-10-05,315.13592529296875
2023-10-06,322.93145751953125
2023-10-09,325.4575500488281
2023-10-10,324.0464782714844
2023-10-11,328.023193359375
2023-10-12,326.7798767089844
2023-10-13,323.3952331542969
2023-10-16,328.2403259277344
2023-10-17,327.66790771484375
2023-10-18,325.74371337890625
2023-10-19,326.937744140625
2023-10-20,322.3492431640625
2023-10-23,324.9642028808594
2023-10-24,326.158203125
2023-10-25,336.1640625
2023-10-26,323.55316162109375
2023-10-27,325.44775390625
2023-10-30,332.8485412597656
2023-10-31,333.6379699707031
2023-11-01,341.49267578125
2023-11-02,343.712890625
2023-11-03,348.13360595703125
2023-11-06,351.8143005371094
2023-11-07,355.7613830566406
2023-11-08,358.39605712890625
2023-11-09,355.9192810058594
2023-11-10,364.7804870605469
2023-11-13,361.83001708984375
2023-11-14,365.3725280761719
2023-11-15,365.5208740234375
2023-11-16,371.94793701171875
2023-11-17,365.6988525390625
2023-11-20,373.2036437988281
2023-11-21,368.8826904296875
2023-11-22,373.60906982421875
2023-11-24,373.1937561035156
2023-11-27,374.3605041503906
2023-11-28,378.4046325683594
2023-11-29,374.5978698730469
2023-11-30,374.65716552734375
2023-12-01,370.3065490722656
2023-12-04,364.996826171875
2023-12-05,368.3388671875
2023-12-06,364.6606140136719
2023-12-07,366.7865295410156
2023-12-08,370.02972412109375
2023-12-11,367.132568359375
2023-12-12,370.1780090332031
2023-12-13,370.1680908203125
2023-12-14,361.8228454589844
2023-12-15,366.5689697265625
2023-12-18,368.4674377441406
2023-12-19,369.070556640625
2023-12-20,366.460205078125
2023-12-21,369.3474426269531
2023-12-22,370.375732421875
2023-12-26,370.454833984375
2023-12-27,369.8714904785156
2023-12-28,371.0679016113281
2023-12-29,371.81939697265625
2024-01-02,366.7073669433594
2024-01-03,366.4404296875
2024-01-04,363.8102722167969
2024-01-05,363.6224060058594
2024-01-08,370.48455810546875
2024-01-09,371.5721740722656
2024-01-10,378.4738464355469
2024-01-11,380.31298828125
2024-01-12,384.1098327636719
2024-01-16,385.8896484375
2024-01-17,385.0986328125
2024-01-18,389.44921875
2024-01-19,394.1953430175781
2024-01-22,392.0596618652344
2024-01-23,394.4227600097656
2024-01-24,398.041748046875
2024-01-25,400.3258056640625
2024-01-26,399.39630126953125
2024-01-29,405.1213684082031
2024-01-30,404.0040283203125
2024-01-31,393.11761474609375
2024-02-01,399.2480163574219
2024-02-02,406.60455322265625
2024-02-05,401.0970153808594
2024-02-06,400.9388122558594
2024-02-07,409.4027099609375
2024-02-08,409.4620361328125
2024-02-09,415.8298034667969
2024-02-12,410.5991516113281
2024-02-13,401.7594909667969
2024-02-14,405.6426696777344
2024-02-15,402.7402038574219
2024-02-16,400.2637023925781
2024-02-20,399.0056457519531
2024-02-21,398.4013366699219
2024-02-22,407.78240966796875
2024-02-23,406.48468017578125
2024-02-26,403.71099853515625
2024-02-27,403.6515808105469
2024-02-28,403.8893127441406
2024-02-29,409.75372314453125
2024-03-01,411.5962219238281
2024-03-04,411.02166748046875
2024-03-05,398.866943359375
2024-03-06,398.31219482421875
2024-03-07,405.29595947265625
2024-03-08,402.4034118652344
2024-03-11,400.7193908691406
2024-03-12,411.3782958984375
2024-03-13,411.20001220703125
2024-03-14,421.22491455078125
2024-03-15,412.507568359375
2024-03-18,413.39910888671875
2024-03-19,417.45068359375
2024-03-20,421.2347717285156
2024-03-21,425.3359069824219
2024-03-22,424.71185302734375
2024-03-25,418.8870544433594
2024-03-26,417.68841552734375
2024-03-27,417.4704895019531
2024-03-28,416.76715087890625
2024-04-01,420.58099365234375
2024-04-02,417.48040771484375
2024-04-03,416.4997253417969
2024-04-04,413.953857421875
2024-04-05,421.52203369140625
2024-04-08,420.600830078125
2024-04-09,422.2749328613281
2024-04-10,419.2832946777344
2024-04-11,423.909423828125
2024-04-12,417.9360656738281
2024-04-15,409.75372314453125
2024-04-16,410.6848449707031
2024-04-17,407.9705505371094
2024-04-18,400.4717102050781
2024-04-19,395.3701171875
2024-04-22,397.1928405761719
2024-04-23,403.7407531738281
2024-04-24,405.21673583984375
2024-04-25,395.2908935546875
2024-04-26,402.50244140625
2024-04-29,398.4707336425781
2024-04-30,385.67205810546875
2024-05-01,391.2293701171875
2024-05-02,394.10211181640625
2024-05-03,402.8392333984375
2024-05-06,409.6546325683594
2024-05-07,405.4940490722656
2024-05-08,406.68280029296875
2024-05-09,408.4460754394531
2024-05-10,410.84332275390625
2024-05-13,409.83294677734375
2024-05-14,412.6462707519531
2024-05-15,419.8609313964844
2024-05-16,417.7868347167969
2024-05-17,417.0127868652344
2024-05-20,422.103759765625
2024-05-21,425.77557373046875
2024-05-22,427.24432373046875
2024-05-23,423.7510986328125
2024-05-24,426.8870544433594
2024-05-28,427.0458679199219
2024-05-29,425.9046325683594
2024-05-30,411.51495361328125
2024-05-31,411.9714660644531
2024-06-03,410.3736877441406
2024-06-04,412.904296875
2024-06-05,420.78387451171875
2024-06-06,421.28997802734375
2024-06-07,420.6250915527344
2024-06-10,424.614501953125
2024-06-11,429.3879089355469
2024-06-12,437.7041320800781
2024-06-13,438.2201843261719
2024-06-14,439.2026672363281
2024-06-17,444.95855712890625
2024-06-18,442.9439697265625
2024-06-20,442.3088684082031
2024-06-21,446.3578186035156
2024-06-24,444.26385498046875
2024-06-25,447.5188903808594
2024-06-26,448.71966552734375
2024-06-27,449.4044189453125
2024-06-28,443.54931640625
2024-07-01,453.2549133300781
2024-07-02,455.7855224609375
2024-07-03,457.26416015625
2024-07-05,464.0024719238281
2024-07-08,462.6925354003906
2024-07-09,456.04351806640625
2024-07-10,462.7024841308594
2024-07-11,451.2403869628906
2024-07-12,450.09912109375
2024-07-15,450.5059814453125
2024-07-16,446.09979248046875
2024-07-17,440.1454162597656
2024-07-18,437.0193786621094
2024-07-19,433.7841796875
2024-07-22,439.5698547363281
2024-07-23,441.4653015136719
2024-07-24,425.6366882324219
2024-07-25,415.2165222167969
2024-07-26,422.0342712402344
2024-07-29,423.4831848144531
2024-07-30,419.7021789550781
2024-07-31,415.16693115234375
2024-08-01,413.93634033203125
2024-08-02,405.3819580078125
2024-08-05,392.1434631347656
2024-08-06,396.56951904296875
2024-08-07,395.3985290527344
2024-08-08,399.6260986328125
2024-08-09,402.9307556152344
2024-08-12,403.7146911621094
2024-08-13,410.8599853515625
2024-08-14,413.6882629394531
2024-08-15,418.5796203613281
2024-08-16,416.0345458984375
2024-08-19,419.07672119140625
2024-08-20,422.3276672363281
2024-08-21,421.67156982421875
2024-08-22,413.13153076171875
2024-08-23,414.36431884765625
2024-08-26,411.08349609375
2024-08-27,411.43145751953125
2024-08-28,408.2103576660156
2024-08-29,410.71563720703125
2024-08-30,414.7122802734375
2024-09-03,407.0570983886719
2024-09-04,406.5202331542969
2024-09-05,406.01318359375
2024-09-06,399.36212158203125
2024-09-09,403.3587646484375
2024-09-10,411.7894287109375
2024-09-11,420.57794189453125
2024-09-12,424.514892578125
2024-09-13,428.083984375
2024-09-16,428.8296203613281
2024-09-17,432.6174621582031
2024-09-18,428.3027038574219
2024-09-19,436.1368408203125
2024-09-20,432.73675537109375
2024-09-23,430.9870300292969
2024-09-24,426.6722717285156
2024-09-25,429.5951232910156
2024-09-26,428.7998046875
2024-09-27,425.5289611816406
2024-09-30,427.7956848144531
2024-10-01,418.24163818359375
2024-10-02,414.7023620605469
2024-10-03,414.11578369140625
2024-10-04,413.6385498046875
2024-10-07,407.156494140625
2024-10-08,412.2964172363281
2024-10-09,415.0304260253906
2024-10-10,413.4198303222656
2024-10-11,413.89703369140625
2024-10-14,416.7006530761719
2024-10-15,416.3029479980469
2024-10-16,413.69818115234375
2024-10-17,414.2947082519531
2024-10-18,415.7263488769531
2024-10-21,416.3427429199219
2024-10-22,425.02191162109375
2024-10-23,422.1288757324219
2024-10-24,422.25811767578125
2024-10-25,425.658203125
2024-10-28,424.1072998046875
2024-10-29,429.43609619140625
2024-10-30,430.0127258300781
2024-10-31,403.9850769042969
2024-11-01,407.981689453125
2024-11-04,406.0827941894531
2024-11-05,409.0653381347656
2024-11-06,417.7345886230469
2024-11-07,422.9540100097656
2024-11-08,420.08087158203125
2024-11-11,415.5772399902344
2024-11-12,420.5679931640625
2024-11-13,422.7253723144531
2024-11-14,424.4055480957031
2024-11-15,412.5847473144531
2024-11-18,413.34033203125
2024-11-19,415.3584899902344
2024-11-20,413.0718688964844
2024-11-21,411.2887268066406
2024-11-22,415.40289306640625
2024-11-25,417.1860656738281
2024-11-26,426.350830078125
2024-11-27,421.3699645996094
2024-11-29,421.83819580078125
2024-12-02,429.3293762207031
2024-12-03,429.5485534667969
2024-12-04,435.7447204589844
2024-12-05,440.9248046875
2024-12-06,441.87115478515625
2024-12-09,444.311767578125
2024-12-10,441.6320495605469
2024-12-11,447.2704162597656
2024-12-12,447.83819580078125
2024-12-13,445.5569763183594
2024-12-16,449.86041259765625
2024-12-17,452.7194519042969
2024-12-18,435.71484375
2024-12-19,435.356201171875
2024-12-20,434.9278869628906
2024-12-23,433.5830383300781
2024-12-24,437.64739990234375
2024-12-26,436.43206787109375
2024-12-27,428.881103515625
2024-12-30,423.2029113769531
2024-12-31,419.88568115234375
